coord,country,geoname,id,langs,name,stat,stations,zoom,latf,lngf,maxtf,mints,humidf,speedf,cloudf,sunrise,sunset,Daylight
"{'lon': 8.69087, 'lat': 53.871761}",DE,"{'cl': 'P', 'code': 'PPL', 'parent': 2862926}",2939658.0,"[{'de': 'Cuxhaven'}, {'en': 'Cuxhaven'}, {'et': 'Cuxhaven'}, {'link': 'http://en.wikipedia.org/wiki/Cuxhaven'}, {'nl': 'Cuxhaven'}, {'no': 'Cuxhaven'}, {'pl': 'Cuxhaven'}, {'ru': 'Ð\x9aÑ\x83ÐºÑ\x81Ñ\x85Ð°Ñ\x84ÐµÐ½'}, {'sv': 'Cuxhaven'}]",Cuxhaven,"{'level': 1.0, 'population': 52677}","[{'id': 4970, 'dist': 11, 'kf': 1}, {'id': 31701, 'dist': 28, 'kf': 1}, {'id': 35230, 'dist': 23, 'kf': 1}]",7.0,53.87,8.7,61.0,57.99,77,6.93,75,1563765742,1563824432,16.302777777777777
"{'lon': -48.987499, 'lat': -22.46917}",BR,"{'cl': 'P', 'code': 'PPL', 'parent': 3448433}",3472825.0,,Agudos,"{'level': 1.0, 'population': 30807}","[{'id': 4464, 'dist': 15, 'kf': 1}]",10.0,-22.47,-48.99,66.2,61.0,68,6.93,0,1563789213,1563828653,10.955555555555556
"{'lon': 76.666672, 'lat': 29.41667}",IN,"{'cl': 'P', 'code': 'PPL', 'parent': 1270260}",1257855.0,[{'link': 'http://en.wikipedia.org/wiki/Safidon'}],Safidon,"{'level': 1.0, 'population': 30863}",,9.0,29.4,76.66,98.29,98.29,42,7.23,29,1563754027,1563803525,13.749444444444444
"{'lon': 11.90686, 'lat': 48.30603}",DE,"{'cl': 'P', 'code': 'PPL', 'parent': 2861322}",2929715.0,"[{'link': 'http://en.wikipedia.org/wiki/Erding'}, {'ru': 'Ð\xadÑ\x80Ð´Ð¸Ð½Ð³'}]",Erding,"{'level': 1.0, 'population': 33519}","[{'id': 4887, 'dist': 9, 'kf': 1}, {'id': 8987, 'dist': 40, 'kf': 1}, {'id': 9041, 'dist': 38, 'kf': 1}, {'id': 10788, 'dist': 17, 'kf': 1}, {'id': 28300, 'dist': 25, 'kf': 1}, {'id': 28382, 'dist': 26, 'kf': 1}, {'id': 31501, 'dist': 45, 'kf': 1}, {'id': 31538, 'dist': 31, 'kf': 1}, {'id': 33498, 'dist': 14, 'kf': 1}]",10.0,48.31,11.91,66.99,60.8,93,4.7,0,1563766461,1563822172,15.475277777777778
"{'lon': 131.183609, 'lat': 34.001389}",JP,"{'cl': 'P', 'code': 'PPL', 'parent': 1848681}",1854018.0,,Onoda,"{'level': 1.0, 'population': 44295}","[{'id': 7534, 'dist': 11, 'kf': 1}, {'id': 7552, 'dist': 22, 'kf': 1}, {'id': 7578, 'dist': 13, 'kf': 1}, {'id': 7590, 'dist': 14, 'kf': 1}, {'id': 10426, 'dist': 46, 'kf': 1}, {'id': 27910, 'dist': 36, 'kf': 1}, {'id': 28336, 'dist': 12, 'kf': 1}]",11.0,34.0,131.18,82.4,78.01,100,4.7,75,1563740338,1563791044,14.085
"{'lon': -79.449997, 'lat': -1.03333}",EC,"{'cl': 'P', 'code': 'PPL', 'parent': 3654592}",3652567.0,,Quevedo,"{'level': 1.0, 'population': 119436}",,8.0,-1.02,-79.47,71.65,71.65,74,12.68,90,1563794527,1563837971,12.067777777777778
"{'lon': 7.44744, 'lat': 46.94809}",CH,"{'cl': 'P', 'code': 'PPLC', 'parent': 7285212}",2661552.0,"[{'als': 'Bern'}, {'am': 'á\x89¤á\x88\xadá\x8a\x95'}, {'an': 'Berna'}, {'ar': 'Ø¨Ø±Ù\x86'}, {'arc': 'Ü\x92ÜªÜ¢'}, {'az': 'Bern'}, {'bg': 'Ð\x91ÐµÑ\x80Ð½'}, {'br': 'Bern'}, {'bs': 'Bern'}, {'ca': 'Berna'}, {'cs': 'Bern'}, {'da': 'Bern'}, {'de': 'Bern'}, {'el': 'Î\x92Î\xadÏ\x81Î½Î·'}, {'en': 'Berne'}, {'eo': 'Berno'}, {'es': 'Berna'}, {'et': 'Bern'}, {'eu': 'Berna'}, {'fi': 'Bern'}, {'fr': 'Berne'}, {'frp': 'BÃ¨rna'}, {'fur': 'Berna'}, {'gd': 'Berne'}, {'gl': 'Berna'}, {'he': '×\x91×¨×\x9f'}, {'hi': 'à¤¬à¤°à¥\x8dà¤¨'}, {'hr': 'Bern'}, {'hu': 'Bern'}, {'hy': 'Ô²Õ¥Õ¼Õ¶'}, {'id': 'Bern'}, {'io': 'Bern'}, {'it': 'Berna'}, {'ja': 'ã\x83\x99ã\x83«ã\x83³'}, {'ko': 'ë²\xa0ë¥¸'}, {'la': 'Berna'}, {'lb': 'Bern'}, {'link': 'http://en.wikipedia.org/wiki/Bern'}, {'lmo': 'Berna'}, {'lt': 'Bernas'}, {'lv': 'Berne'}, {'nl': 'Bern'}, {'nn': 'Bern'}, {'no': 'Bern'}, {'pdc': 'Bann'}, {'pl': 'Berno'}, {'pt': 'Berna'}, {'qu': 'Bern'}, {'rm': 'Berna'}, {'ro': 'Berna'}, {'ru': 'Ð\x91ÐµÑ\x80Ð½'}, {'scn': 'Berna'}, {'sh': 'Bern'}, {'sk': 'Bern'}, {'sl': 'Bern'}, {'sq': 'Berni'}, {'sr': 'Ð\x91ÐµÑ\x80Ð½'}, {'sv': 'Bern'}, {'tg': 'Ð\x91ÐµÑ\x80Ð½'}, {'tr': 'Bern'}, {'ug': 'Ø¨Û\x90Ø±Ù\x86'}, {'vo': 'Bern'}, {'zh': 'ä¼¯å°\x94å°¼'}]",Bern,"{'level': 1.0, 'population': 121631}","[{'id': 6013, 'dist': 5, 'kf': 1}, {'id': 6015, 'dist': 22, 'kf': 1}, {'id': 9289, 'dist': 26, 'kf': 1}, {'id': 9940, 'dist': 3, 'kf': 1}, {'id': 10260, 'dist': 15, 'kf': 1}, {'id': 28522, 'dist': 26, 'kf': 1}, {'id': 29436, 'dist': 37, 'kf': 1}, {'id': 31335, 'dist': 25, 'kf': 1}, {'id': 31516, 'dist': 34, 'kf': 1}, {'id': 31797, 'dist': 29, 'kf': 1}, {'id': 32351, 'dist': 43, 'kf': 1}, {'id': 32473, 'dist': 28, 'kf': 1}, {'id': 35009, 'dist': 46, 'kf': 1}]",8.0,46.95,7.45,71.01,64.4,88,2.71,0,1563767836,1563822938,15.306111111111111
"{'lon': 32.062069, 'lat': 49.428539}",UA,"{'cl': 'P', 'code': 'PPLA', 'parent': 710802}",710791.0,,Cherkasy,"{'level': 1.0, 'population': 297568}",,7.0,49.44,32.06,75.61,75.61,60,6.38,20,1563761353,1563817608,15.626388888888888
"{'lon': 86.208702, 'lat': 26.65411}",NP,"{'cl': 'P', 'code': 'PPL', 'parent': 1282988}",1282770.0,"[{'link': 'http://en.wikipedia.org/wiki/Siraha_District'}, {'ru': 'Ð¡Ð¸Ñ\x80Ð°Ñ\x85Ð°'}]",Siraha,"{'level': 1.0, 'population': 24657}",,10.0,26.66,86.21,96.31,96.31,51,4.56,81,1563752062,1563800906,13.567777777777778
"{'lon': 46.633331, 'lat': -16.1}",MG,"{'cl': 'P', 'code': 'PPL', 'parent': 1062947}",1059507.0,[{'link': 'http://en.wikipedia.org/wiki/Marovoay'}],Marovoay,"{'level': 1.0, 'population': 31253}","[{'id': 6804, 'dist': 56, 'kf': 1}]",8.0,-16.11,46.64,73.4,73.4,56,11.41,0,1563765635,1563806327,11.303333333333333
"{'lon': 110.606392, 'lat': -7.70583}",ID,"{'cl': 'P', 'code': 'PPL', 'parent': 1642669}",1639900.0,"[{'en': 'Klaten'}, {'id': 'Kabupaten Klaten'}, {'jv': 'Klathen'}]",Klaten,"{'level': 1.0, 'population': 126831}",,11.0,-7.71,110.6,83.17,83.17,36,4.12,35,1563749508,1563791753,11.734722222222222
"{'lon': -4.74512, 'lat': 32.6852}",MA,"{'cl': 'P', 'code': 'PPLA3', 'parent': 6545495}",2542227.0,[{'link': 'http://en.wikipedia.org/wiki/Midelt'}],Midelt,"{'level': 1.0, 'population': 45159}","[{'id': 6137, 'dist': 88, 'kf': 1}]",8.0,32.68,-4.74,64.27,64.27,51,8.7,0,1563773153,1563823473,13.977777777777778
"{'lon': 76.349998, 'lat': 9.86667}",IN,"{'cl': 'P', 'code': 'PPL', 'parent': 1267254}",1278345.0,,Arukutti,"{'level': 1.0, 'population': 17944}",,11.0,9.87,76.35,81.0,78.8,94,14.65,75,1563756145,1563801556,12.614166666666666
"{'lon': 38.711479, 'lat': 40.947941}",TR,"{'cl': 'P', 'code': 'PPLA2', 'parent': 746878}",831432.0,[{'link': 'http://en.wikipedia.org/wiki/Espiye'}],Espiye,"{'level': 1.0, 'population': 15058}","[{'id': 6068, 'dist': 90, 'kf': 1}]",11.0,40.95,38.71,73.4,73.4,94,8.05,75,1563761480,1563814289,14.669166666666667
"{'lon': 20.985279, 'lat': 39.160561}",GR,"{'cl': 'P', 'code': 'PPL', 'parent': 6943434}",264559.0,,Arta,"{'level': 1.0, 'population': 19540}","[{'id': 5692, 'dist': 31, 'kf': 1}]",8.0,39.16,20.99,80.6,66.2,61,6.93,0,1563766031,1563818244,14.50361111111111
"{'lon': 88.25, 'lat': 23.933331}",IN,"{'cl': 'P', 'code': 'PPL', 'parent': 1252881}",1276548.0,[{'link': 'http://en.wikipedia.org/wiki/Beldanga'}],Beldanga,"{'level': 1.0, 'population': 27489}",,10.0,23.94,88.24,96.85,96.85,49,11.79,87,1563751882,1563800111,13.396944444444445
"{'lon': -75.681107, 'lat': 4.53389}",CO,"{'cl': 'P', 'code': 'PPLA', 'parent': 3671087}",3689560.0,,Armenia,"{'level': 1.0, 'population': 315328}","[{'id': 4241, 'dist': 13, 'kf': 1}, {'id': 4268, 'dist': 31, 'kf': 1}]",8.0,4.54,-75.67,69.8,68.0,88,1.72,75,1563793120,1563837554,12.342777777777778
"{'lon': 77.166672, 'lat': 27.0}",IN,"{'cl': 'P', 'code': 'PPL', 'parent': 1258899}",1252885.0,,Wer,"{'level': 1.0, 'population': 18268}",,11.0,27.0,77.17,100.63,100.63,35,8.99,0,1563754193,1563803115,13.589444444444444
"{'lon': 5.97361, 'lat': 51.994999}",NL,"{'cl': 'P', 'code': 'PPL', 'parent': 2748200}",2745677.0,[{'link': 'http://en.wikipedia.org/wiki/Velp%2C_Gelderland'}],Velp,"{'level': 1.0, 'population': 17669}","[{'id': 4911, 'dist': 45, 'kf': 1}, {'id': 5207, 'dist': 31, 'kf': 1}, {'id': 5219, 'dist': 41, 'kf': 1}, {'id': 10239, 'dist': 39, 'kf': 1}, {'id': 28403, 'dist': 29, 'kf': 1}, {'id': 28903, 'dist': 14, 'kf': 1}, {'id': 29835, 'dist': 46, 'kf': 1}, {'id': 31072, 'dist': 38, 'kf': 1}, {'id': 31731, 'dist': 30, 'kf': 1}, {'id': 31879, 'dist': 10, 'kf': 1}, {'id': 32189, 'dist': 19, 'kf': 1}, {'id': 32492, 'dist': 48, 'kf': 1}, {'id': 32510, 'dist': 12, 'kf': 1}, {'id': 32860, 'dist': 22, 'kf': 1}, {'id': 32973, 'dist': 31, 'kf': 1}, {'id': 34446, 'dist': 44, 'kf': 1}, {'id': 34615, 'dist': 36, 'kf': 1}, {'id': 36114, 'dist': 43, 'kf': 1}]",12.0,52.0,5.97,66.0,60.8,82,1.12,90,1563766951,1563824533,15.995
"{'lon': 85.48333, 'lat': 26.6}",IN,"{'cl': 'P', 'code': 'PPL', 'parent': 1275715}",1255983.0,[{'link': 'http://en.wikipedia.org/wiki/Sitamarhi'}],Sitamarhi,"{'level': 1.0, 'population': 57095}",,9.0,26.6,85.49,98.65,98.65,45,3.96,19,1563752242,1563801072,13.563888888888888
"{'lon': 69.770828, 'lat': 41.55806}",UZ,"{'cl': 'P', 'code': 'PPL', 'parent': 1484838}",1513996.0,,Gazalkent,"{'level': 1.0, 'population': 24700}","[{'id': 7200, 'dist': 92, 'kf': 1}, {'id': 7402, 'dist': 52, 'kf': 1}]",10.0,41.57,69.78,91.4,91.4,36,4.7,23,1563753911,1563806944,14.731388888888889
"{'lon': 120.21154, 'lat': 16.00292}",PH,"{'cl': 'P', 'code': 'PPL', 'parent': 1695357}",1714482.0,[{'fil': 'Domalanoan'}],Domalanoan,"{'level': 1.0, 'population': 15108}","[{'id': 7704, 'dist': 97, 'kf': 1}]",13.0,16.0,120.21,85.33,85.33,68,10.94,100,1563745032,1563791615,12.939722222222223
"{'lon': -3.0, 'lat': 9.26667}",CI,"{'cl': 'P', 'code': 'PPL', 'parent': 2597325}",2290849.0,"[{'link': 'http://en.wikipedia.org/wiki/Bouna%2C_C%C3%B4te_d%27Ivoire'}, {'ru': 'Ð\x91Ñ\x83Ð½Ð°'}]",Bouna,"{'level': 1.0, 'population': 23570}",,8.0,9.27,-3.0,68.77,68.77,98,5.08,89,1563775247,1563820543,12.582222222222223
"{'lon': 0.37371, 'lat': 51.44138}",GB,"{'cl': 'P', 'code': 'PPL', 'parent': 2648186}",2648187.0,[{'link': 'http://en.wikipedia.org/wiki/Gravesend%2C_Kent'}],Gravesend,"{'level': 1.0, 'population': 54263}","[{'id': 5088, 'dist': 26, 'kf': 1}, {'id': 5091, 'dist': 23, 'kf': 1}, {'id': 5094, 'dist': 26, 'kf': 1}, {'id': 5142, 'dist': 49, 'kf': 1}, {'id': 9047, 'dist': 34, 'kf': 1}, {'id': 9754, 'dist': 23, 'kf': 1}, {'id': 9842, 'dist': 25, 'kf': 1}, {'id': 10115, 'dist': 16, 'kf': 1}, {'id': 27680, 'dist': 47, 'kf': 1}, {'id': 29245, 'dist': 25, 'kf': 1}, {'id': 30055, 'dist': 21, 'kf': 1}, {'id': 30445, 'dist': 46, 'kf': 1}, {'id': 32163, 'dist': 27, 'kf': 1}, {'id': 32325, 'dist': 22, 'kf': 1}, {'id': 32496, 'dist': 46, 'kf': 1}, {'id': 33124, 'dist': 40, 'kf': 1}, {'id': 33362, 'dist': 18, 'kf': 1}, {'id': 33897, 'dist': 34, 'kf': 1}, {'id': 34949, 'dist': 30, 'kf': 1}, {'id': 35809, 'dist': 34, 'kf': 1}]",12.0,51.44,0.37,66.2,60.8,77,10.29,90,1563768451,1563825722,15.908611111111112
"{'lon': 21.67861, 'lat': 40.514721}",GR,"{'cl': 'P', 'code': 'PPL', 'parent': 8133857}",734426.0,,Ptolemaida,"{'level': 1.0, 'population': 30045}","[{'id': 5685, 'dist': 28, 'kf': 1}]",10.0,40.51,21.68,82.99,73.4,46,2.15,0,1563765644,1563818300,14.626666666666667
"{'lon': 60.7202, 'lat': 58.07756}",RU,"{'cl': 'P', 'code': 'PPL', 'parent': 1490542}",1497393.0,,Nizhnyaya Salda,"{'level': 1.0, 'population': 17473}",,10.0,58.07,60.71,69.85,69.85,67,4.94,100,1563751723,1563813486,17.156388888888888
"{'lon': -40.84111, 'lat': -2.90222}",BR,"{'cl': 'P', 'code': 'PPL', 'parent': 3402362}",3403687.0,,Camocim,"{'level': 1.0, 'population': 44481}","[{'id': 4549, 'dist': 98, 'kf': 1}]",8.0,-2.9,-40.84,71.11,71.11,85,5.55,0,1563785422,1563828532,11.975
"{'lon': 79.921997, 'lat': 27.0546}",IN,"{'cl': 'P', 'code': 'PPL', 'parent': 1253626}",1268011.0,[{'link': 'http://en.wikipedia.org/wiki/Kannauj'}],Kannauj,"{'level': 1.0, 'population': 76714}",,10.0,27.05,79.92,98.83,98.83,41,4.65,86,1563753526,1563802461,13.593055555555555
"{'lon': 72.849998, 'lat': 19.23333}",IN,"{'cl': 'P', 'code': 'PPL', 'parent': 1264418}",1275248.0,"[{'en': 'Borivali'}, {'link': 'http://en.wikipedia.org/wiki/Borivali'}]",Borivli,"{'level': 1.0, 'population': 609617}",,10.0,19.23,72.85,87.8,86.0,74,10.29,75,1563756077,1563803304,13.118611111111111
"{'lon': 75.319168, 'lat': 31.95417}",IN,"{'cl': 'P', 'code': 'PPL', 'parent': 1259223}",1272860.0,[{'link': 'http://en.wikipedia.org/wiki/Dhariwal_%28clan%29'}],Dhariwal,"{'level': 1.0, 'population': 20604}","[{'id': 7133, 'dist': 99, 'kf': 1}, {'id': 7153, 'dist': 96, 'kf': 1}, {'id': 7803, 'dist': 55, 'kf': 1}]",10.0,31.95,75.32,84.2,84.2,89,6.93,75,1563754026,1563804170,13.928888888888888
"{'lon': -87.817001, 'lat': 41.696701}",US,"{'cl': 'P', 'code': 'PPL', 'parent': 4888671}",4905263.0,"[{'link': 'http://en.wikipedia.org/wiki/Palos_Hills%2C_Illinois'}, {'post': '60465'}]",Palos Hills,"{'level': 1.0, 'population': 17484}","[{'id': 961, 'dist': 11, 'kf': 1}, {'id': 962, 'dist': 32, 'kf': 1}, {'id': 1007, 'dist': 25, 'kf': 1}, {'id': 9216, 'dist': 41, 'kf': 1}, {'id': 9631, 'dist': 4, 'kf': 1}, {'id': 29002, 'dist': 29, 'kf': 1}, {'id': 29278, 'dist': 40, 'kf': 1}, {'id': 29561, 'dist': 20, 'kf': 1}, {'id': 29904, 'dist': 28, 'kf': 1}, {'id': 30079, 'dist': 26, 'kf': 1}, {'id': 30313, 'dist': 22, 'kf': 1}, {'id': 30356, 'dist': 24, 'kf': 1}, {'id': 30984, 'dist': 27, 'kf': 1}, {'id': 31488, 'dist': 25, 'kf': 1}, {'id': 32655, 'dist': 20, 'kf': 1}, {'id': 33157, 'dist': 21, 'kf': 1}, {'id': 33392, 'dist': 29, 'kf': 1}, {'id': 33970, 'dist': 13, 'kf': 1}, {'id': 35092, 'dist': 25, 'kf': 1}, {'id': 36149, 'dist': 31, 'kf': 1}]",12.0,41.7,-87.82,71.01,66.0,64,8.05,75,1563791736,1563844769,14.731388888888889
"{'lon': 6.45, 'lat': 48.183331}",FR,"{'cl': 'P', 'code': 'PPLA2', 'parent': 6445533}",3020035.0,"[{'ar': 'Ø¥Ø¨Ù\x8aÙ\x86Ø§Ù\x84'}, {'de': 'Ã\x89pinal'}, {'en': 'Ã\x89pinal'}, {'eo': 'Ã\x89pinal'}, {'es': 'Ã\x89pinal'}, {'fr': 'Ã\x89pinal'}, {'it': 'Ã\x89pinal'}, {'ja': 'ã\x82¨ã\x83\x94ã\x83\x8aã\x83«'}, {'la': 'Spinalium'}, {'link': 'http://en.wikipedia.org/wiki/%C3%89pinal'}, {'nl': 'Ã\x89pinal'}, {'pl': 'Ã\x89pinal'}, {'post': '88000'}, {'pt': 'Ã\x89pinal'}, {'ro': 'Ã\x89pinal'}, {'sl': 'Ã\x89pinal'}, {'sr': 'Ð\x95Ð¿Ð¸Ð½Ð°Ð»'}, {'sv': 'Ã\x89pinal'}]",Epinal,"{'level': 1.0, 'population': 39518}","[{'id': 5556, 'dist': 90, 'kf': 1}, {'id': 5653, 'dist': 66, 'kf': 1}, {'id': 5658, 'dist': 82, 'kf': 1}, {'id': 9855, 'dist': 88, 'kf': 1}, {'id': 10109, 'dist': 72, 'kf': 1}, {'id': 31833, 'dist': 67, 'kf': 1}, {'id': 34754, 'dist': 58, 'kf': 1}]",8.0,48.18,6.45,68.0,60.8,72,2.24,0,1563767802,1563823452,15.458333333333334
"{'lon': 50.040459, 'lat': 26.48522}",SA,"{'cl': 'P', 'code': 'PPL', 'parent': 108241}",102318.0,"[{'ar': 'SayhÄ\x81t'}, {'link': 'http://en.wikipedia.org/wiki/Saihat'}]",Sayhat,"{'level': 1.0, 'population': 66702}","[{'id': 6981, 'dist': 26, 'kf': 1}]",13.0,26.49,50.04,104.0,98.6,22,10.29,0,1563760765,1563809565,13.555555555555555
"{'lon': -0.98623, 'lat': 37.605122}",ES,"{'cl': 'P', 'code': 'PPL', 'parent': 6359521}",2520058.0,,Cartagena,"{'level': 1.0, 'population': 211996}","[{'id': 5484, 'dist': 24, 'kf': 1}, {'id': 5494, 'dist': 13, 'kf': 1}, {'id': 30340, 'dist': 44, 'kf': 1}, {'id': 31469, 'dist': 45, 'kf': 1}, {'id': 31933, 'dist': 45, 'kf': 1}, {'id': 34983, 'dist': 49, 'kf': 1}, {'id': 35080, 'dist': 0, 'kf': 1}]",7.0,37.63,-1.0,78.8,75.99,74,17.22,0,1563771551,1563823279,14.36888888888889
"{'lon': 139.159714, 'lat': 35.255562}",JP,"{'cl': 'P', 'code': 'PPL', 'parent': 1860291}",1854747.0,,Odawara,"{'level': 1.0, 'population': 203035}","[{'id': 7610, 'dist': 21, 'kf': 1}, {'id': 7612, 'dist': 33, 'kf': 1}, {'id': 8611, 'dist': 38, 'kf': 1}, {'id': 8889, 'dist': 42, 'kf': 1}, {'id': 9469, 'dist': 29, 'kf': 1}, {'id': 9794, 'dist': 49, 'kf': 1}, {'id': 10021, 'dist': 5, 'kf': 1}, {'id': 10047, 'dist': 35, 'kf': 1}, {'id': 10334, 'dist': 42, 'kf': 1}, {'id': 10354, 'dist': 26, 'kf': 1}, {'id': 10510, 'dist': 27, 'kf': 1}, {'id': 10538, 'dist': 47, 'kf': 1}, {'id': 10833, 'dist': 43, 'kf': 1}]",10.0,35.26,139.15,80.01,73.0,88,3.36,90,1563738247,1563789308,14.18361111111111
"{'lon': 64.783607, 'lat': 35.921391}",AF,"{'cl': 'P', 'code': 'PPLA', 'parent': 1142226}",1133453.0,"[{'en': 'Maymana'}, {'fa': 'Ù\x85Û\x8cÙ\x85Ù\x86Ù\x87'}, {'link': 'http://en.wikipedia.org/wiki/Maymana'}, {'no': 'Meymaneh'}, {'ru': 'Ð\x9cÐµÐ¹Ð¼ÐµÐ½Ðµ'}, {'zh': 'è¿\x88é©¬çº³'}]",Maymana,"{'level': 1.0, 'population': 75900}","[{'id': 8459, 'dist': 51, 'kf': 1}]",6.0,35.92,64.78,96.67,96.67,16,7.61,0,1563756010,1563807245,14.231944444444444
"{'lon': -93.228256, 'lat': 38.70446}",US,"{'cl': 'P', 'code': 'PPLA2', 'parent': 4403095}",4408000.0,"[{'link': 'http://en.wikipedia.org/wiki/Sedalia%2C_Missouri'}, {'post': '65301'}]",Sedalia,"{'level': 1.0, 'population': 21387}","[{'id': 1659, 'dist': 4, 'kf': 1}, {'id': 1668, 'dist': 34, 'kf': 1}, {'id': 1670, 'dist': 28, 'kf': 1}, {'id': 9781, 'dist': 4, 'kf': 1}, {'id': 33135, 'dist': 44, 'kf': 1}]",9.0,38.7,-93.23,73.4,71.01,94,8.05,75,1563793532,1563845570,14.455
"{'lon': 7.92092, 'lat': 4.64122}",NG,"{'cl': 'P', 'code': 'PPL', 'parent': 2350813}",2343720.0,[{'link': 'http://en.wikipedia.org/wiki/Eket'}],Eket,"{'level': 1.0, 'population': 25569}",,9.0,4.64,7.92,75.61,75.61,90,9.69,100,1563773047,1563817501,12.348333333333333
"{'lon': 36.237419, 'lat': 33.458969}",SY,"{'cl': 'P', 'code': 'PPLA3', 'parent': 170652}",170892.0,"[{'ar': 'Ø¯Ø§Ø±Ù\x8aØ§'}, {'link': 'http://en.wikipedia.org/wiki/Darayya'}, {'ru': 'Ð\x94Ð°Ñ\x80Ð°Ð¹Ðµ'}]",Darayya,"{'level': 1.0, 'population': 71596}","[{'id': 7166, 'dist': 25, 'kf': 1}]",10.0,33.46,36.24,82.0,77.0,57,16.11,0,1563763208,1563813746,14.038333333333334
"{'lon': 28.815821, 'lat': -28.524229}",ZA,"{'cl': 'P', 'code': 'PPL', 'parent': 967573}",965401.0,"[{'de': 'Phuthaditjhaba'}, {'en': 'Phuthaditjhaba'}, {'es': 'Phuthaditjhaba'}, {'fr': 'Phuthaditjhaba'}, {'link': 'http://en.wikipedia.org/wiki/Phuthaditjhaba'}, {'nl': 'Phuthaditjhaba'}]",Phuthaditjhaba,"{'level': 1.0, 'population': 84258}",,7.0,-28.53,28.82,38.35,38.35,32,6.69,0,1563771203,1563809313,10.58611111111111
"{'lon': -16.57803, 'lat': 13.45274}",GM,"{'cl': 'P', 'code': 'PPLC', 'parent': 2413875}",2413876.0,"[{'af': 'Banjul'}, {'am': 'á\x89£á\x8a\x95á\x8c\x81á\x88\x8d'}, {'ar': 'Ø¨Ø§Ù\x86Ø¬Ù\x88Ù\x84'}, {'bs': 'Banjul'}, {'ca': 'Banjul'}, {'da': 'Banjul'}, {'de': 'Banjul'}, {'el': 'Î\x9cÏ\x80Î±Î½Î¶Î¿Ï\x8dÎ»'}, {'en': 'Banjul'}, {'eo': 'BanÄµulo'}, {'es': 'Banjul'}, {'et': 'Banjul'}, {'fa': 'Ø¨Ø§Ù\x86Ø¬Ù\x88Ù\x84'}, {'fi': 'Banjul'}, {'fr': 'Banjul'}, {'he': ""×\x91×\xa0×\x92'×\x95×\x9c""}, {'hy': 'Ô²Õ¡Õ¶Õ»Õ¸Ö\x82Õ¬'}, {'id': 'Banjul'}, {'io': 'Banjul'}, {'it': 'Banjul'}, {'ja': 'ã\x83\x90ã\x83³ã\x82¸ã\x83¥ã\x83¼ã\x83«'}, {'ko': 'ë°\x98ì¤\x84'}, {'link': 'http://en.wikipedia.org/wiki/Banjul'}, {'lt': 'BandÅ¾ulis'}, {'mk': 'Ð\x91Ð°Ð½Ñ\x9fÑ\x83Ð»'}, {'nl': 'Banjul'}, {'nn': 'Banjul'}, {'no': 'Banjul'}, {'pl': 'BandÅ¼ul'}, {'pt': 'Banjul'}, {'ru': 'Ð\x91Ð°Ð½Ð¶Ñ\x83Ð»'}, {'sk': 'Banjul'}, {'sv': 'Banjul'}, {'sw': 'Banjul'}, {'tr': 'Banjul'}, {'uk': 'Ð\x91Ð°Ð½Ð¶Ñ\x83Ð»'}, {'vo': 'Banjul'}, {'wo': 'Banjul'}, {'zh': 'ç\x8f\xadç\x8f\xa0ç\x88¾'}]",Banjul,"{'level': 1.0, 'population': 34589}","[{'id': 6111, 'dist': 14, 'kf': 1}]",11.0,13.46,-16.58,78.8,78.8,88,5.82,75,1563778114,1563824194,12.8
"{'lon': 11.0662, 'lat': 44.886768}",IT,"{'cl': 'P', 'code': 'PPLA3', 'parent': 6538456}",3173370.0,,Mirandola,"{'level': 1.0, 'population': 22068}","[{'id': 8850, 'dist': 41, 'kf': 1}, {'id': 9500, 'dist': 48, 'kf': 1}, {'id': 10150, 'dist': 29, 'kf': 1}, {'id': 10383, 'dist': 46, 'kf': 1}, {'id': 33215, 'dist': 42, 'kf': 1}, {'id': 33233, 'dist': 43, 'kf': 1}, {'id': 33909, 'dist': 14, 'kf': 1}, {'id': 34214, 'dist': 45, 'kf': 1}, {'id': 35241, 'dist': 48, 'kf': 1}]",10.0,44.89,11.07,80.01,73.0,64,4.7,0,1563767394,1563821643,15.069166666666666
"{'lon': 115.044724, 'lat': 40.610279}",CN,"{'cl': 'P', 'code': 'PPL', 'parent': 1808773}",2033574.0,,Xuanhua,"{'level': 1.0, 'population': 373422}",,10.0,40.61,115.04,72.01,72.01,53,4.81,100,1563743207,1563795922,14.643055555555556
"{'lon': 10.99466, 'lat': 35.61739}",TN,"{'cl': 'P', 'code': 'PPL', 'parent': 2473495}",2473826.0,[{'link': 'http://en.wikipedia.org/wiki/Bekalta'}],Al Baqalitah,"{'level': 1.0, 'population': 15937}","[{'id': 6316, 'dist': 27, 'kf': 1}]",11.0,35.62,10.99,71.6,71.6,100,2.24,0,1563768970,1563820105,14.204166666666667
